Date,vis_team,home_team,vis_score,home_score
20170808,DET,PIT,3,6
20170817,SLN,PIT,11,7
20170818,SLN,PIT,11,10
20170819,SLN,PIT,4,6
20170820,SLN,PIT,3,6
20170821,LAN,PIT,6,5
20170822,LAN,PIT,8,5
20170823,LAN,PIT,0,1
20170824,LAN,PIT,5,2
20170901,CIN,PIT,7,3
20170902,CIN,PIT,0,5
20170903,CIN,PIT,1,3
20170904,CHN,PIT,0,12
20170905,CHN,PIT,3,4
20170906,CHN,PIT,1,0
20170907,CHN,PIT,8,2
20170918,MIL,PIT,3,0
20170919,MIL,PIT,1,0
20170920,MIL,PIT,4,6
20170922,SLN,PIT,4,3
20170923,SLN,PIT,6,11
20170924,SLN,PIT,1,4
20170926,BAL,PIT,1,10
20170927,BAL,PIT,3,5
20170407,SFN,SDN,6,7
20170408,SFN,SDN,1,2
20170409,SFN,SDN,5,3
20170418,ARI,SDN,11,2
20170419,ARI,SDN,0,1
20170420,ARI,SDN,1,4
20170421,MIA,SDN,3,5
20170422,MIA,SDN,6,3
20170423,MIA,SDN,7,3
20170502,COL,SDN,2,6
20170503,COL,SDN,11,3
20170504,COL,SDN,3,2
20170505,LAN,SDN,8,2
20170506,LAN,SDN,10,2
20170508,TEX,SDN,1,5
20170509,TEX,SDN,11,0
20170515,MIL,SDN,5,6
20170516,MIL,SDN,6,2
20170517,MIL,SDN,3,1
20170518,MIL,SDN,4,2
20170519,ARI,SDN,10,1
20170520,ARI,SDN,9,1
20170521,ARI,SDN,1,5
20170529,CHN,SDN,2,5
20170530,CHN,SDN,2,6
20170531,CHN,SDN,1,2
20170602,COL,SDN,5,8
20170603,COL,SDN,10,1
20170604,COL,SDN,3,1
20170609,KCA,SDN,3,6
20170610,KCA,SDN,12,6
20170611,KCA,SDN,8,3
20170612,CIN,SDN,3,9
20170613,CIN,SDN,2,6
20170614,CIN,SDN,2,4
20170623,DET,SDN,0,1
20170624,DET,SDN,3,7
20170625,DET,SDN,7,5
20170627,ATL,SDN,3,0
20170628,ATL,SDN,4,7
20170629,ATL,SDN,0,6
20170630,LAN,SDN,10,4
20170701,LAN,SDN,8,0
20170702,LAN,SDN,3,5
20170714,SFN,SDN,5,4
20170715,SFN,SDN,3,5
20170716,SFN,SDN,1,7
20170724,NYN,SDN,5,3
20170725,NYN,SDN,6,5
20170726,NYN,SDN,3,6
20170727,NYN,SDN,5,7
20170728,PIT,SDN,2,3
20170729,PIT,SDN,2,4
20170730,PIT,SDN,7,1
20170801,MIN,SDN,0,3
20170802,MIN,SDN,5,2
20170814,PHI,SDN,4,7
20170815,PHI,SDN,4,8
20170816,PHI,SDN,0,3
20170817,WAS,SDN,2,1
20170818,WAS,SDN,7,1
20170819,WAS,SDN,1,3
20170820,WAS,SDN,4,1
20170828,SFN,SDN,3,0
20170829,SFN,SDN,3,6
20170830,SFN,SDN,0,5
20170901,LAN,SDN,1,0
20170902,LAN,SDN,5,6
20170902,LAN,SDN,2,7
20170903,LAN,SDN,4,6
20170904,SLN,SDN,2,0
20170905,SLN,SDN,8,4
20170906,SLN,SDN,3,1
20170907,SLN,SDN,0,3
20170918,ARI,SDN,2,4
20170919,ARI,SDN,2,6
20170920,ARI,SDN,13,7
20170921,COL,SDN,0,3
20170922,COL,SDN,4,1
20170923,COL,SDN,0,5
20170924,COL,SDN,8,4
20170410,HOU,SEA,0,6
20170411,HOU,SEA,7,5
20170412,HOU,SEA,10,5
20170414,TEX,SEA,1,2
20170415,TEX,SEA,0,5
20170416,TEX,SEA,7,8
20170417,MIA,SEA,1,6
20170418,MIA,SEA,5,0
20170419,MIA,SEA,5,10
20170502,ANA,SEA,6,4
20170503,ANA,SEA,7,8
20170504,ANA,SEA,3,11
20170505,TEX,SEA,3,1
20170506,TEX,SEA,2,8
20170507,TEX,SEA,3,4
20170515,OAK,SEA,5,6
20170516,OAK,SEA,9,6
20170517,OAK,SEA,0,4
20170518,CHA,SEA,4,5
20170519,CHA,SEA,2,1
20170520,CHA,SEA,16,1
20170521,CHA,SEA,8,1
20170531,COL,SEA,0,5
20170601,COL,SEA,6,3
20170602,TBA,SEA,4,12
20170603,TBA,SEA,2,9
20170604,TBA,SEA,1,7
20170606,MIN,SEA,3,12
20170607,MIN,SEA,5,6
20170608,MIN,SEA,2,1
20170609,TOR,SEA,2,4
20170610,TOR,SEA,4,2
20170611,TOR,SEA,4,0
20170619,DET,SEA,2,6
20170620,DET,SEA,4,5
20170621,DET,SEA,5,7
20170622,DET,SEA,6,9
20170623,HOU,SEA,3,13
20170624,HOU,SEA,5,2
20170625,HOU,SEA,8,2
20170627,PHI,SEA,8,2
20170628,PHI,SEA,5,4
20170703,KCA,SEA,3,1
20170704,KCA,SEA,7,3
20170705,KCA,SEA,9,6
20170706,OAK,SEA,7,4
20170707,OAK,SEA,2,7
20170708,OAK,SEA,4,3
20170709,OAK,SEA,0,4
20170720,NYA,SEA,4,1
20170721,NYA,SEA,5,1
20170722,NYA,SEA,5,6
20170723,NYA,SEA,6,4
20170724,BOS,SEA,0,4
20170725,BOS,SEA,5,6
20170726,BOS,SEA,4,0
20170728,NYN,SEA,7,5
20170729,NYN,SEA,2,3
20170730,NYN,SEA,1,9
20170810,ANA,SEA,6,3
20170811,ANA,SEA,6,5
20170812,ANA,SEA,6,3
20170813,ANA,SEA,4,2
20170814,BAL,SEA,11,3
20170815,BAL,SEA,1,3
20170816,BAL,SEA,6,7
20170901,OAK,SEA,2,3
20170902,OAK,SEA,6,7
20170903,OAK,SEA,2,10
20170904,HOU,SEA,6,2
20170905,HOU,SEA,3,1
20170906,HOU,SEA,5,3
20170908,ANA,SEA,3,4
20170909,ANA,SEA,1,8
20170910,ANA,SEA,5,3
20170919,TEX,SEA,3,1
20170920,TEX,SEA,8,6
20170921,TEX,SEA,4,2
20170922,CLE,SEA,1,3
20170923,CLE,SEA,11,4
20170924,CLE,SEA,4,2
20170410,ARI,SFN,1,4
20170411,ARI,SFN,4,3
20170412,ARI,SFN,2,6
20170413,COL,SFN,3,1
20170414,COL,SFN,2,8
20170415,COL,SFN,5,0
20170416,COL,SFN,4,3
20170424,LAN,SFN,1,2
20170425,LAN,SFN,2,1
20170426,LAN,SFN,3,4
20170427,LAN,SFN,5,1
20170428,SDN,SFN,3,4
20170429,SDN,SFN,12,4
20170430,SDN,SFN,5,2
20170511,CIN,SFN,3,2
20170512,CIN,SFN,2,3
20170513,CIN,SFN,1,3
20170514,CIN,SFN,3,8
20170515,LAN,SFN,4,8
20170516,LAN,SFN,1,2
20170517,LAN,SFN,6,1
20170526,ATL,SFN,2,0
20170527,ATL,SFN,3,6
20170528,ATL,SFN,1,7
20170529,WAS,SFN,3,0
20170530,WAS,SFN,6,3
20170531,WAS,SFN,3,1
20170609,MIN,SFN,4,0
20170610,MIN,SFN,3,2
20170611,MIN,SFN,8,13
20170613,KCA,SFN,8,1
20170614,KCA,SFN,7,2
20170623,NYN,SFN,11,4
20170624,NYN,SFN,5,2
20170625,NYN,SFN,8,2
20170626,COL,SFN,2,9
20170627,COL,SFN,3,4
20170628,COL,SFN,3,5
20170707,MIA,SFN,6,1
20170708,MIA,SFN,5,4
20170709,MIA,SFN,10,8
20170717,CLE,SFN,5,3
20170718,CLE,SFN,1,2
20170719,CLE,SFN,4,5
20170720,SDN,SFN,5,2
20170721,SDN,SFN,12,9
20170722,SDN,SFN,4,5
20170723,SDN,SFN,5,2
20170724,PIT,SFN,10,3
20170725,PIT,SFN,3,11
20170726,PIT,SFN,1,2
20170802,OAK,SFN,6,1
20170803,OAK,SFN,2,11
20170804,ARI,SFN,2,1
20170805,ARI,SFN,4,5
20170806,ARI,SFN,3,6
20170807,CHN,SFN,5,3
20170808,CHN,SFN,3,6
20170809,CHN,SFN,1,3
20170817,PHI,SFN,4,5
20170818,PHI,SFN,2,10
20170819,PHI,SFN,12,9
20170820,PHI,SFN,5,2
20170821,MIL,SFN,0,2
20170822,MIL,SFN,4,3
20170823,MIL,SFN,2,4
20170831,SLN,SFN,5,2
20170901,SLN,SFN,11,6
20170902,SLN,SFN,1,2
20170903,SLN,SFN,7,3
20170911,LAN,SFN,6,8
20170912,LAN,SFN,5,3
20170913,LAN,SFN,4,1
20170915,ARI,SFN,3,2
20170916,ARI,SFN,2,0
20170917,ARI,SFN,2,7
20170919,COL,SFN,3,4
20170920,COL,SFN,0,4
20170929,SDN,SFN,0,8
20170930,SDN,SFN,3,2
20171001,SDN,SFN,4,5
20170402,CHN,SLN,3,4
20170404,CHN,SLN,2,1
20170406,CHN,SLN,6,4
20170407,CIN,SLN,2,0
20170408,CIN,SLN,4,10
20170409,CIN,SLN,8,0
20170417,PIT,SLN,1,2
20170418,PIT,SLN,1,2
20170419,PIT,SLN,1,2
20170425,TOR,SLN,6,5
20170427,TOR,SLN,4,8
20170427,TOR,SLN,4,6
20170428,CIN,SLN,5,7
20170430,CIN,SLN,5,4
20170501,MIL,SLN,7,5
20170502,MIL,SLN,1,2
20170504,MIL,SLN,5,4
20170512,CHN,SLN,3,2
20170513,CHN,SLN,3,5
20170514,CHN,SLN,0,5
20170516,BOS,SLN,6,3
20170517,BOS,SLN,5,4
20170519,SFN,SLN,6,5
20170520,SFN,SLN,3,1
20170521,SFN,SLN,3,8
20170529,LAN,SLN,5,1
20170530,LAN,SLN,9,4
20170531,LAN,SLN,1,2
20170601,LAN,SLN,0,2
20170609,PHI,SLN,2,3
20170610,PHI,SLN,0,7
20170611,PHI,SLN,5,6
20170613,MIL,SLN,0,6
20170613,MIL,SLN,8,5
20170614,MIL,SLN,7,6
20170615,MIL,SLN,6,4
20170623,PIT,SLN,4,3
20170624,PIT,SLN,7,3
20170625,PIT,SLN,4,8
20170626,CIN,SLN,2,8
20170630,WAS,SLN,1,8
20170701,WAS,SLN,1,2
20170702,WAS,SLN,7,2
20170703,MIA,SLN,6,14
20170704,MIA,SLN,5,2
20170705,MIA,SLN,9,6
20170706,MIA,SLN,3,4
20170707,NYN,SLN,6,5
20170708,NYN,SLN,1,4
20170709,NYN,SLN,0,6
20170724,COL,SLN,2,8
20170725,COL,SLN,2,3
20170726,COL,SLN,5,10
20170727,ARI,SLN,4,0
20170728,ARI,SLN,0,1
20170729,ARI,SLN,7,1
20170730,ARI,SLN,2,3
20170809,KCA,SLN,5,8
20170810,KCA,SLN,6,8
20170811,ATL,SLN,5,8
20170812,ATL,SLN,5,6
20170813,ATL,SLN,6,3
20170822,SDN,SLN,12,4
20170823,SDN,SLN,2,6
20170824,SDN,SLN,4,3
20170825,TBA,SLN,7,3
20170826,TBA,SLN,4,6
20170827,TBA,SLN,3,2
20170908,PIT,SLN,1,4
20170909,PIT,SLN,3,4
20170910,PIT,SLN,0,7
20170912,CIN,SLN,4,13
20170913,CIN,SLN,6,0
20170914,CIN,SLN,2,5
20170925,CHN,SLN,10,2
20170926,CHN,SLN,7,8
20170927,CHN,SLN,5,1
20170928,CHN,SLN,2,1
20170929,MIL,SLN,5,3
20170930,MIL,SLN,6,7
20171001,MIL,SLN,6,1
20170402,NYA,TBA,3,7
20170404,NYA,TBA,5,0
20170405,NYA,TBA,1,4
20170406,TOR,TBA,5,2
20170407,TOR,TBA,8,10
20170408,TOR,TBA,2,3
20170409,TOR,TBA,2,7
20170418,DET,TBA,1,5
20170419,DET,TBA,7,8
20170420,DET,TBA,1,8
20170421,HOU,TBA,6,3
20170422,HOU,TBA,3,6
20170423,HOU,TBA,6,4
20170503,MIA,TBA,10,6
20170504,MIA,TBA,1,5
20170505,TOR,TBA,8,4
20170506,TOR,TBA,1,6
20170507,TOR,TBA,2,1
20170508,KCA,TBA,7,3
20170509,KCA,TBA,7,6
20170510,KCA,TBA,1,12
20170511,KCA,TBA,6,0
20170519,NYA,TBA,4,5
20170520,NYA,TBA,5,9
20170521,NYA,TBA,3,2
20170522,ANA,TBA,3,2
20170523,ANA,TBA,4,0
20170524,ANA,TBA,2,5
20170525,ANA,TBA,0,4
20170606,CHA,TBA,4,2
20170607,CHA,TBA,1,3
20170608,CHA,TBA,5,7
20170609,OAK,TBA,4,13
20170610,OAK,TBA,5,6
20170610,OAK,TBA,7,2
20170611,OAK,TBA,4,5
20170619,CIN,TBA,7,3
20170620,CIN,TBA,5,6
20170621,CIN,TBA,3,8
20170623,BAL,TBA,5,15
20170624,BAL,TBA,8,3
20170625,BAL,TBA,8,5
20170706,BOS,TBA,1,4
20170707,BOS,TBA,8,3
20170708,BOS,TBA,0,1
20170709,BOS,TBA,3,5
20170721,TEX,TBA,4,3
20170722,TEX,TBA,4,3
20170723,TEX,TBA,6,5
20170724,BAL,TBA,5,0
20170725,BAL,TBA,4,5
20170726,BAL,TBA,1,5
20170804,MIL,TBA,2,0
20170805,MIL,TBA,3,0
20170806,MIL,TBA,1,2
20170808,BOS,TBA,2,0
20170809,BOS,TBA,8,2
20170810,CLE,TBA,1,4
20170811,CLE,TBA,5,0
20170812,CLE,TBA,3,0
20170813,CLE,TBA,4,3
20170818,SEA,TBA,7,1
20170819,SEA,TBA,7,6
20170820,SEA,TBA,0,3
20170822,TOR,TBA,5,6
20170823,TOR,TBA,7,6
20170824,TOR,TBA,0,2
20170904,MIN,TBA,4,11
20170905,MIN,TBA,1,2
20170906,MIN,TBA,10,6
20170911,NYA,TBA,5,1
20170912,NYA,TBA,1,2
20170913,NYA,TBA,3,2
20170915,BOS,TBA,13,6
20170916,BOS,TBA,3,1
20170917,BOS,TBA,2,3
20170919,CHN,TBA,2,1
20170920,CHN,TBA,1,8
20170929,BAL,TBA,0,7
20170930,BAL,TBA,3,4
20171001,BAL,TBA,0,6
20170403,CLE,TEX,8,5
20170404,CLE,TEX,4,3
20170405,CLE,TEX,9,6
20170407,OAK,TEX,5,10
20170408,OAK,TEX,6,1
20170409,OAK,TEX,1,8
20170420,KCA,TEX,0,1
20170421,KCA,TEX,2,6
20170422,KCA,TEX,1,2
20170423,KCA,TEX,2,5
20170424,MIN,TEX,3,2
20170425,MIN,TEX,8,1
20170426,MIN,TEX,3,14
20170428,ANA,TEX,6,3
20170429,ANA,TEX,3,6
20170430,ANA,TEX,5,2
20170510,SDN,TEX,3,4
20170511,SDN,TEX,2,5
20170512,OAK,TEX,2,5
20170513,OAK,TEX,5,6
20170514,OAK,TEX,4,6
20170516,PHI,TEX,1,5
20170517,PHI,TEX,3,9
20170518,PHI,TEX,4,8
20170529,TBA,TEX,10,8
20170530,TBA,TEX,5,9
20170531,TBA,TEX,7,5
20170602,HOU,TEX,7,1
20170603,HOU,TEX,6,5
20170604,HOU,TEX,7,2
20170606,NYN,TEX,8,10
20170607,NYN,TEX,4,3
20170616,SEA,TEX,4,10
20170617,SEA,TEX,4,10
20170618,SEA,TEX,7,3
20170619,TOR,TEX,7,6
20170620,TOR,TEX,1,6
20170621,TOR,TEX,7,5
20170622,TOR,TEX,4,11
20170703,BOS,TEX,7,5
20170704,BOS,TEX,11,4
20170705,BOS,TEX,2,8
20170707,ANA,TEX,0,10
20170708,ANA,TEX,2,5
20170709,ANA,TEX,3,0
20170724,MIA,TEX,4,0
20170725,MIA,TEX,4,10
20170726,MIA,TEX,22,10
20170728,BAL,TEX,2,8
20170729,BAL,TEX,4,0
20170730,BAL,TEX,10,6
20170731,SEA,TEX,6,4
20170801,SEA,TEX,8,7
20170802,SEA,TEX,1,5
20170811,HOU,TEX,4,6
20170812,HOU,TEX,3,8
20170813,HOU,TEX,2,1
20170814,DET,TEX,2,6
20170815,DET,TEX,4,10
20170816,DET,TEX,6,12
20170817,CHA,TEX,8,9
20170818,CHA,TEX,4,3
20170819,CHA,TEX,7,17
20170820,CHA,TEX,3,2
20170901,ANA,TEX,9,10
20170902,ANA,TEX,7,4
20170903,ANA,TEX,6,7
20170908,NYA,TEX,5,11
20170909,NYA,TEX,3,1
20170910,NYA,TEX,16,7
20170911,SEA,TEX,3,5
20170912,SEA,TEX,10,3
20170913,SEA,TEX,8,1
20170914,SEA,TEX,10,4
20170925,HOU,TEX,11,2
20170926,HOU,TEX,14,3
20170927,HOU,TEX,12,2
20170928,OAK,TEX,4,1
20170929,OAK,TEX,3,5
20170930,OAK,TEX,4,8
20171001,OAK,TEX,5,2
20170411,MIL,TOR,4,3
20170412,MIL,TOR,2,0
20170413,BAL,TOR,2,1
20170414,BAL,TOR,6,4
20170415,BAL,TOR,1,2
20170416,BAL,TOR,11,4
20170418,BOS,TOR,8,7
20170419,BOS,TOR,0,3
20170420,BOS,TOR,4,1
20170428,TBA,TOR,7,4
20170429,TBA,TOR,1,4
20170430,TBA,TOR,1,3
20170508,CLE,TOR,2,4
20170509,CLE,TOR,6,0
20170510,CLE,TOR,7,8
20170511,SEA,TOR,2,7
20170512,SEA,TOR,0,4
20170513,SEA,TOR,2,7
20170514,SEA,TOR,2,3
20170515,ATL,TOR,10,6
20170516,ATL,TOR,9,5
20170526,TEX,TOR,6,7
20170527,TEX,TOR,1,3
20170528,TEX,TOR,3,1
20170529,CIN,TOR,2,17
20170530,CIN,TOR,4,6
20170531,CIN,TOR,4,5
20170601,NYA,TOR,12,2
20170602,NYA,TOR,5,7
20170603,NYA,TOR,7,0
20170604,NYA,TOR,2,3
20170613,TBA,TOR,8,1
20170614,TBA,TOR,6,7
20170616,CHA,TOR,11,4
20170617,CHA,TOR,5,2
20170618,CHA,TOR,3,7
20170627,BAL,TOR,3,1
20170628,BAL,TOR,0,4
20170629,BAL,TOR,2,0
20170630,BOS,TOR,7,4
20170701,BOS,TOR,7,1
20170702,BOS,TOR,15,1
20170706,HOU,TOR,4,7
20170707,HOU,TOR,12,2
20170708,HOU,TOR,2,7
20170709,HOU,TOR,19,1
20170724,OAK,TOR,2,4
20170725,OAK,TOR,1,4
20170726,OAK,TOR,2,3
20170727,OAK,TOR,4,8
20170728,ANA,TOR,7,2
20170729,ANA,TOR,6,5
20170730,ANA,TOR,10,11
20170808,NYA,TOR,2,4
20170809,NYA,TOR,11,5
20170810,NYA,TOR,0,4
20170811,PIT,TOR,4,2
20170812,PIT,TOR,2,7
20170813,PIT,TOR,1,7
20170814,TBA,TOR,1,2
20170815,TBA,TOR,6,4
20170816,TBA,TOR,2,3
20170817,TBA,TOR,3,5
20170825,MIN,TOR,6,1
20170826,MIN,TOR,9,10
20170827,MIN,TOR,7,2
20170828,BOS,TOR,6,5
20170829,BOS,TOR,3,0
20170830,BOS,TOR,7,1
20170908,DET,TOR,5,4
20170909,DET,TOR,4,5
20170910,DET,TOR,2,8
20170911,BAL,TOR,3,4
20170912,BAL,TOR,2,3
20170913,BAL,TOR,2,1
20170919,KCA,TOR,2,5
20170920,KCA,TOR,15,5
20170921,KCA,TOR,1,0
20170922,NYA,TOR,1,8
20170923,NYA,TOR,5,1
20170924,NYA,TOR,5,9
20170403,MIA,WAS,2,4
20170405,MIA,WAS,4,6
20170406,MIA,WAS,4,3
20170410,SLN,WAS,6,14
20170411,SLN,WAS,3,8
20170412,SLN,WAS,6,1
20170414,PHI,WAS,2,3
20170415,PHI,WAS,4,2
20170416,PHI,WAS,4,6
20170428,NYN,WAS,7,5
20170429,NYN,WAS,5,3
20170430,NYN,WAS,5,23
20170502,ARI,WAS,6,3
20170503,ARI,WAS,1,2
20170504,ARI,WAS,2,4
20170510,BAL,WAS,6,7
20170513,PHI,WAS,4,6
20170514,PHI,WAS,4,3
20170514,PHI,WAS,5,6
20170523,SEA,WAS,1,10
20170524,SEA,WAS,1,5
20170525,SEA,WAS,4,2
20170526,SDN,WAS,1,5
20170527,SDN,WAS,0,3
20170528,SDN,WAS,5,3
20170608,BAL,WAS,1,6
20170609,TEX,WAS,5,2
20170610,TEX,WAS,6,3
20170611,TEX,WAS,5,1
20170612,ATL,WAS,11,10
20170613,ATL,WAS,5,10
20170614,ATL,WAS,13,2
20170623,CIN,WAS,5,6
20170624,CIN,WAS,3,18
20170625,CIN,WAS,6,2
20170626,CHN,WAS,5,4
20170627,CHN,WAS,1,6
20170628,CHN,WAS,4,8
20170629,CHN,WAS,5,4
20170703,NYN,WAS,2,3
20170704,NYN,WAS,4,11
20170706,ATL,WAS,5,2
20170707,ATL,WAS,4,5
20170708,ATL,WAS,13,0
20170709,ATL,WAS,5,10
20170725,MIL,WAS,8,0
20170726,MIL,WAS,5,8
20170727,MIL,WAS,2,15
20170729,COL,WAS,4,2
20170730,COL,WAS,10,6
20170730,COL,WAS,1,3
20170807,MIA,WAS,2,3
20170808,MIA,WAS,7,3
20170809,MIA,WAS,1,10
20170810,MIA,WAS,2,3
20170812,SFN,WAS,1,3
20170813,SFN,WAS,4,2
20170813,SFN,WAS,2,6
20170815,ANA,WAS,1,3
20170816,ANA,WAS,3,2
20170825,NYN,WAS,4,2
20170826,NYN,WAS,4,9
20170827,NYN,WAS,6,5
20170827,NYN,WAS,4,5
20170828,MIA,WAS,2,11
20170829,MIA,WAS,3,8
20170830,MIA,WAS,0,4
20170907,PHI,WAS,3,4
20170908,PHI,WAS,10,11
20170909,PHI,WAS,5,4
20170910,PHI,WAS,2,3
20170912,ATL,WAS,8,0
20170913,ATL,WAS,8,2
20170914,ATL,WAS,2,5
20170915,LAN,WAS,7,0
20170916,LAN,WAS,3,2
20170917,LAN,WAS,1,7
20170928,PIT,WAS,4,5
20170929,PIT,WAS,1,6
20170930,PIT,WAS,4,1
20171001,PIT,WAS,11,8
