Date,vis_team,home_team,vis_score,home_score
20170914,CHA,DET,17,7
20170915,CHA,DET,2,3
20170916,CHA,DET,10,4
20170917,CHA,DET,0,12
20170918,OAK,DET,8,3
20170919,OAK,DET,9,8
20170920,OAK,DET,3,2
20170921,MIN,DET,12,1
20170922,MIN,DET,7,3
20170923,MIN,DET,10,4
20170924,MIN,DET,10,4
20170403,SEA,HOU,0,3
20170404,SEA,HOU,1,2
20170405,SEA,HOU,3,5
20170406,SEA,HOU,4,2
20170407,KCA,HOU,5,1
20170408,KCA,HOU,7,3
20170409,KCA,HOU,4,5
20170417,ANA,HOU,0,3
20170418,ANA,HOU,5,2
20170419,ANA,HOU,1,5
20170420,ANA,HOU,1,2
20170428,OAK,HOU,4,9
20170429,OAK,HOU,2,1
20170430,OAK,HOU,2,7
20170501,TEX,HOU,2,6
20170502,TEX,HOU,7,8
20170503,TEX,HOU,1,10
20170504,TEX,HOU,10,4
20170509,ATL,HOU,3,8
20170510,ATL,HOU,2,4
20170519,CLE,HOU,5,3
20170520,CLE,HOU,3,0
20170521,CLE,HOU,8,6
20170522,DET,HOU,0,1
20170523,DET,HOU,2,6
20170524,DET,HOU,6,3
20170525,DET,HOU,6,7
20170526,BAL,HOU,0,2
20170527,BAL,HOU,2,5
20170528,BAL,HOU,4,8
20170609,ANA,HOU,9,4
20170610,ANA,HOU,1,3
20170611,ANA,HOU,12,6
20170612,TEX,HOU,6,1
20170613,TEX,HOU,4,2
20170614,TEX,HOU,2,13
20170616,BOS,HOU,2,1
20170617,BOS,HOU,1,7
20170618,BOS,HOU,6,5
20170627,OAK,HOU,6,4
20170628,OAK,HOU,8,11
20170629,OAK,HOU,1,6
20170630,NYA,HOU,13,4
20170701,NYA,HOU,6,7
20170702,NYA,HOU,1,8
20170714,MIN,HOU,5,10
20170715,MIN,HOU,4,2
20170716,MIN,HOU,3,5
20170717,SEA,HOU,9,7
20170718,SEA,HOU,2,6
20170719,SEA,HOU,4,1
20170731,TBA,HOU,7,14
20170801,TBA,HOU,6,4
20170802,TBA,HOU,3,0
20170803,TBA,HOU,5,3
20170804,TOR,HOU,7,16
20170805,TOR,HOU,4,3
20170806,TOR,HOU,6,7
20170816,ARI,HOU,5,9
20170817,ARI,HOU,4,0
20170818,OAK,HOU,1,3
20170819,OAK,HOU,0,3
20170820,OAK,HOU,3,2
20170822,WAS,HOU,4,3
20170823,WAS,HOU,1,6
20170824,WAS,HOU,5,4
20170829,TEX,HOU,12,2
20170830,TEX,HOU,8,1
20170831,TEX,HOU,1,5
20170902,NYN,HOU,8,12
20170902,NYN,HOU,1,4
20170903,NYN,HOU,6,8
20170915,SEA,HOU,2,5
20170916,SEA,HOU,6,8
20170917,SEA,HOU,1,7
20170919,CHA,HOU,1,3
20170920,CHA,HOU,3,4
20170921,CHA,HOU,3,1
20170922,ANA,HOU,0,3
20170923,ANA,HOU,2,6
20170924,ANA,HOU,7,5
20170410,OAK,KCA,2,0
20170412,OAK,KCA,8,3
20170413,OAK,KCA,1,3
20170414,ANA,KCA,1,7
20170415,ANA,KCA,2,3
20170416,ANA,KCA,0,1
20170418,SFN,KCA,2,1
20170419,SFN,KCA,0,2
20170428,MIN,KCA,6,4
20170430,MIN,KCA,7,5
20170501,CHA,KCA,1,6
20170502,CHA,KCA,6,0
20170503,CHA,KCA,1,6
20170504,CHA,KCA,8,3
20170505,CLE,KCA,1,3
20170506,CLE,KCA,3,1
20170507,CLE,KCA,1,0
20170512,BAL,KCA,2,3
20170513,BAL,KCA,3,4
20170514,BAL,KCA,8,9
20170516,NYA,KCA,7,1
20170517,NYA,KCA,11,7
20170518,NYA,KCA,1,5
20170529,DET,KCA,10,7
20170530,DET,KCA,0,1
20170531,DET,KCA,6,5
20170602,CLE,KCA,0,4
20170603,CLE,KCA,5,12
20170604,CLE,KCA,8,0
20170605,HOU,KCA,7,3
20170606,HOU,KCA,7,9
20170607,HOU,KCA,5,7
20170608,HOU,KCA,6,1
20170619,BOS,KCA,2,4
20170620,BOS,KCA,8,3
20170621,BOS,KCA,4,6
20170623,TOR,KCA,4,5
20170624,TOR,KCA,2,3
20170625,TOR,KCA,8,2
20170630,MIN,KCA,1,8
20170701,MIN,KCA,6,11
20170701,MIN,KCA,10,5
20170702,MIN,KCA,2,6
20170714,TEX,KCA,5,3
20170715,TEX,KCA,1,0
20170716,TEX,KCA,3,4
20170717,DET,KCA,10,2
20170718,DET,KCA,9,3
20170719,DET,KCA,3,4
20170720,DET,KCA,4,16
20170721,CHA,KCA,6,7
20170722,CHA,KCA,2,7
20170723,CHA,KCA,4,5
20170803,SEA,KCA,4,6
20170804,SEA,KCA,5,2
20170806,SEA,KCA,8,7
20170806,SEA,KCA,1,9
20170807,SLN,KCA,11,3
20170808,SLN,KCA,10,3
20170818,CLE,KCA,10,1
20170819,CLE,KCA,5,0
20170820,CLE,KCA,4,7
20170822,COL,KCA,2,3
20170823,COL,KCA,4,6
20170824,COL,KCA,3,2
20170828,TBA,KCA,12,0
20170829,TBA,KCA,2,6
20170830,TBA,KCA,5,3
20170907,MIN,KCA,4,2
20170908,MIN,KCA,8,5
20170909,MIN,KCA,2,5
20170910,MIN,KCA,3,11
20170911,CHA,KCA,11,3
20170912,CHA,KCA,3,4
20170913,CHA,KCA,5,3
20170926,DET,KCA,1,2
20170927,DET,KCA,4,7
20170928,DET,KCA,4,1
20170929,ARI,KCA,1,2
20170930,ARI,KCA,3,4
20171001,ARI,KCA,14,2
20170403,SDN,LAN,3,14
20170404,SDN,LAN,4,0
20170405,SDN,LAN,1,3
20170406,SDN,LAN,2,10
20170414,ARI,LAN,1,7
20170415,ARI,LAN,4,8
20170416,ARI,LAN,3,1
20170417,ARI,LAN,4,2
20170418,COL,LAN,4,3
20170419,COL,LAN,2,4
20170428,PHI,LAN,3,5
20170429,PHI,LAN,5,6
20170430,PHI,LAN,3,5
20170501,SFN,LAN,4,3
20170502,SFN,LAN,5,13
20170503,SFN,LAN,4,1
20170508,PIT,LAN,1,12
20170509,PIT,LAN,3,4
20170510,PIT,LAN,2,5
20170518,MIA,LAN,2,7
20170519,MIA,LAN,2,7
20170520,MIA,LAN,10,6
20170521,MIA,LAN,3,6
20170523,SLN,LAN,1,2
20170524,SLN,LAN,6,1
20170525,SLN,LAN,3,7
20170526,CHN,LAN,0,4
20170527,CHN,LAN,0,5
20170528,CHN,LAN,4,9
20170605,WAS,LAN,4,2
20170606,WAS,LAN,2,1
20170607,WAS,LAN,1,2
20170609,CIN,LAN,2,7
20170610,CIN,LAN,4,5
20170611,CIN,LAN,7,9
20170619,NYN,LAN,6,10
20170620,NYN,LAN,0,12
20170621,NYN,LAN,2,8
20170622,NYN,LAN,3,6
20170623,COL,LAN,1,6
20170624,COL,LAN,0,4
20170625,COL,LAN,6,12
20170626,ANA,LAN,4,0
20170627,ANA,LAN,0,4
20170704,ARI,LAN,3,4
20170705,ARI,LAN,0,1
20170706,ARI,LAN,4,5
20170707,KCA,LAN,1,4
20170708,KCA,LAN,4,5
20170709,KCA,LAN,2,5
20170720,ATL,LAN,6,3
20170721,ATL,LAN,12,3
20170722,ATL,LAN,2,6
20170723,ATL,LAN,4,5
20170724,MIN,LAN,4,6
20170725,MIN,LAN,2,6
20170726,MIN,LAN,5,6
20170728,SFN,LAN,4,6
20170729,SFN,LAN,1,2
20170730,SFN,LAN,2,3
20170811,SDN,LAN,4,3
20170812,SDN,LAN,3,6
20170813,SDN,LAN,4,6
20170815,CHA,LAN,1,6
20170816,CHA,LAN,4,5
20170825,MIL,LAN,1,3
20170826,MIL,LAN,3,0
20170827,MIL,LAN,3,2
20170904,ARI,LAN,13,0
20170905,ARI,LAN,3,1
20170906,ARI,LAN,3,1
20170907,COL,LAN,9,1
20170908,COL,LAN,5,4
20170909,COL,LAN,6,5
20170910,COL,LAN,8,1
20170922,SFN,LAN,2,4
20170923,SFN,LAN,2,1
20170924,SFN,LAN,1,3
20170925,SDN,LAN,3,9
20170926,SDN,LAN,2,9
20170927,SDN,LAN,0,10
20170411,ATL,MIA,4,8
20170412,ATL,MIA,5,4
20170413,NYN,MIA,9,8
20170414,NYN,MIA,2,3
20170415,NYN,MIA,4,5
20170416,NYN,MIA,2,4
20170428,PIT,MIA,12,2
20170429,PIT,MIA,4,0
20170430,PIT,MIA,3,10
20170501,TBA,MIA,4,2
20170502,TBA,MIA,3,1
20170508,SLN,MIA,9,4
20170509,SLN,MIA,6,5
20170510,SLN,MIA,7,5
20170512,ATL,MIA,8,4
20170513,ATL,MIA,3,1
20170514,ATL,MIA,1,3
20170515,HOU,MIA,7,2
20170516,HOU,MIA,12,2
20170517,HOU,MIA,3,0
20170526,ANA,MIA,5,8
20170527,ANA,MIA,5,2
20170528,ANA,MIA,2,9
20170529,PHI,MIA,1,4
20170530,PHI,MIA,2,7
20170531,PHI,MIA,2,10
20170601,ARI,MIA,3,2
20170602,ARI,MIA,5,7
20170603,ARI,MIA,0,3
20170604,ARI,MIA,5,6
20170613,OAK,MIA,1,8
20170614,OAK,MIA,6,11
20170619,WAS,MIA,7,8
20170620,WAS,MIA,12,3
20170621,WAS,MIA,1,2
20170622,CHN,MIA,11,1
20170623,CHN,MIA,0,2
20170624,CHN,MIA,5,3
20170625,CHN,MIA,2,4
20170627,NYN,MIA,3,6
20170628,NYN,MIA,8,0
20170629,NYN,MIA,6,3
20170714,LAN,MIA,6,4
20170715,LAN,MIA,7,1
20170716,LAN,MIA,3,2
20170717,PHI,MIA,5,6
20170718,PHI,MIA,5,2
20170719,PHI,MIA,10,3
20170727,CIN,MIA,1,4
20170728,CIN,MIA,4,7
20170729,CIN,MIA,3,7
20170730,CIN,MIA,6,4
20170731,WAS,MIA,1,0
20170801,WAS,MIA,6,7
20170802,WAS,MIA,0,7
20170811,COL,MIA,3,6
20170812,COL,MIA,3,4
20170813,COL,MIA,3,5
20170814,SFN,MIA,3,8
20170815,SFN,MIA,9,4
20170816,SFN,MIA,1,8
20170825,SDN,MIA,6,8
20170826,SDN,MIA,1,2
20170827,SDN,MIA,2,6
20170831,PHI,MIA,3,2
20170901,PHI,MIA,2,1
20170902,PHI,MIA,9,10
20170903,PHI,MIA,3,1
20170904,WAS,MIA,7,2
20170905,WAS,MIA,2,1
20170906,WAS,MIA,8,1
20170915,MIL,MIA,10,2
20170916,MIL,MIA,4,7
20170917,MIL,MIA,10,3
20170918,NYN,MIA,1,13
20170919,NYN,MIA,4,5
20170920,NYN,MIA,2,9
20170928,ATL,MIA,1,7
20170929,ATL,MIA,5,6
20170930,ATL,MIA,2,10
20171001,ATL,MIA,8,5
20170403,COL,MIL,7,5
20170404,COL,MIL,6,5
20170405,COL,MIL,1,6
20170406,COL,MIL,2,1
20170407,CHN,MIL,1,2
20170408,CHN,MIL,11,6
20170409,CHN,MIL,7,4
20170420,SLN,MIL,5,7
20170421,SLN,MIL,6,3
20170422,SLN,MIL,4,1
20170423,SLN,MIL,6,4
20170424,CIN,MIL,7,11
20170425,CIN,MIL,1,9
20170426,CIN,MIL,4,9
20170428,ATL,MIL,10,8
20170429,ATL,MIL,11,3
20170430,ATL,MIL,3,4
20170509,BOS,MIL,7,11
20170510,BOS,MIL,4,7
20170511,BOS,MIL,4,1
20170512,NYN,MIL,4,7
20170513,NYN,MIL,4,11
20170514,NYN,MIL,9,11
20170523,TOR,MIL,4,3
20170524,TOR,MIL,8,4
20170525,ARI,MIL,4,0
20170526,ARI,MIL,4,2
20170527,ARI,MIL,1,6
20170528,ARI,MIL,5,9
20170602,LAN,MIL,2,1
20170603,LAN,MIL,10,8
20170604,LAN,MIL,0,3
20170605,SFN,MIL,7,2
20170606,SFN,MIL,2,5
20170607,SFN,MIL,3,6
20170608,SFN,MIL,9,5
20170616,SDN,MIL,5,6
20170617,SDN,MIL,7,5
20170618,SDN,MIL,1,2
20170619,PIT,MIL,8,1
20170620,PIT,MIL,7,3
20170621,PIT,MIL,3,4
20170622,PIT,MIL,2,4
20170630,MIA,MIL,2,3
20170701,MIA,MIL,4,8
20170702,MIA,MIL,10,3
20170703,BAL,MIL,1,8
20170704,BAL,MIL,2,6
20170705,BAL,MIL,0,4
20170714,PHI,MIL,6,9
20170715,PHI,MIL,2,3
20170716,PHI,MIL,5,2
20170728,CHN,MIL,1,2
20170729,CHN,MIL,2,1
20170730,CHN,MIL,4,2
20170801,SLN,MIL,2,3
20170802,SLN,MIL,5,4
20170803,SLN,MIL,1,2
20170809,MIN,MIL,4,0
20170810,MIN,MIL,7,2
20170811,CIN,MIL,11,10
20170812,CIN,MIL,5,6
20170813,CIN,MIL,4,7
20170815,PIT,MIL,1,3
20170816,PIT,MIL,6,7
20170829,SLN,MIL,10,2
20170830,SLN,MIL,5,6
20170831,WAS,MIL,3,6
20170901,WAS,MIL,0,1
20170902,WAS,MIL,3,2
20170903,WAS,MIL,2,7
20170911,PIT,MIL,7,0
20170912,PIT,MIL,2,5
20170913,PIT,MIL,2,8
20170921,CHN,MIL,5,3
20170922,CHN,MIL,5,4
20170923,CHN,MIL,3,4
20170924,CHN,MIL,5,0
20170926,CIN,MIL,6,7
20170927,CIN,MIL,6,0
20170928,CIN,MIL,3,4
20170403,KCA,MIN,1,7
20170405,KCA,MIN,1,9
20170406,KCA,MIN,3,5
20170414,CHA,MIN,2,1
20170415,CHA,MIN,0,6
20170416,CHA,MIN,3,1
20170417,CLE,MIN,3,1
20170418,CLE,MIN,11,4
20170420,CLE,MIN,6,2
20170421,DET,MIN,3,6
20170422,DET,MIN,5,4
20170423,DET,MIN,13,4
20170502,OAK,MIN,1,9
20170503,OAK,MIN,4,7
20170504,OAK,MIN,8,5
20170505,BOS,MIN,3,4
20170506,BOS,MIN,11,1
20170507,BOS,MIN,17,6
20170516,COL,MIN,7,3
20170518,COL,MIN,5,1
20170518,COL,MIN,0,2
20170519,KCA,MIN,3,4
20170521,KCA,MIN,6,4
20170521,KCA,MIN,4,8
20170526,TBA,MIN,5,2
20170527,TBA,MIN,3,5
20170528,TBA,MIN,8,6
20170529,HOU,MIN,16,8
20170530,HOU,MIN,7,2
20170531,HOU,MIN,17,6
20170612,SEA,MIN,14,3
20170613,SEA,MIN,7,20
20170614,SEA,MIN,6,4
20170615,SEA,MIN,2,6
20170616,CLE,MIN,8,1
20170617,CLE,MIN,9,3
20170617,CLE,MIN,6,2
20170618,CLE,MIN,5,2
20170620,CHA,MIN,7,9
20170621,CHA,MIN,2,4
20170622,CHA,MIN,9,0
20170703,ANA,MIN,5,9
20170704,ANA,MIN,4,5
20170705,ANA,MIN,2,1
20170706,BAL,MIN,4,6
20170707,BAL,MIN,6,9
20170708,BAL,MIN,5,1
20170709,BAL,MIN,11,5
20170717,NYA,MIN,2,4
20170718,NYA,MIN,6,3
20170719,NYA,MIN,1,6
20170721,DET,MIN,6,3
20170722,DET,MIN,5,6
20170723,DET,MIN,9,6
20170803,TEX,MIN,4,1
20170804,TEX,MIN,4,8
20170805,TEX,MIN,4,1
20170806,TEX,MIN,5,6
20170807,MIL,MIN,4,5
20170808,MIL,MIN,4,11
20170815,CLE,MIN,8,1
20170817,CLE,MIN,9,3
20170817,CLE,MIN,2,4
20170818,ARI,MIN,3,10
20170819,ARI,MIN,0,5
20170820,ARI,MIN,5,12
20170829,CHA,MIN,4,6
20170830,CHA,MIN,1,11
20170831,CHA,MIN,4,5
20170901,KCA,MIN,7,6
20170902,KCA,MIN,0,17
20170903,KCA,MIN,5,4
20170912,SDN,MIN,0,16
20170913,SDN,MIN,1,3
20170914,TOR,MIN,2,3
20170915,TOR,MIN,4,3
20170916,TOR,MIN,7,2
20170917,TOR,MIN,7,13
20170929,DET,MIN,3,6
20170930,DET,MIN,3,2
20171001,DET,MIN,1,5
20170410,TBA,NYA,1,8
20170412,TBA,NYA,4,8
20170413,TBA,NYA,2,3
20170414,SLN,NYA,3,4
20170415,SLN,NYA,2,3
20170416,SLN,NYA,3,9
20170417,CHA,NYA,4,7
20170418,CHA,NYA,4,1
20170419,CHA,NYA,1,9
20170428,BAL,NYA,11,14
20170429,BAL,NYA,4,12
20170430,BAL,NYA,7,4
20170501,TOR,NYA,7,1
20170502,TOR,NYA,5,11
20170503,TOR,NYA,6,8
20170511,HOU,NYA,3,2
20170512,HOU,NYA,5,1
20170514,HOU,NYA,6,11
20170514,HOU,NYA,10,7
20170522,KCA,NYA,2,4
20170523,KCA,NYA,6,2
20170524,KCA,NYA,0,3
20170526,OAK,NYA,4,1
20170527,OAK,NYA,2,3
20170528,OAK,NYA,5,9
20170606,BOS,NYA,5,4
20170607,BOS,NYA,0,8
20170608,BOS,NYA,1,9
20170609,BAL,NYA,2,8
20170610,BAL,NYA,3,16
20170611,BAL,NYA,3,14
20170620,ANA,NYA,8,3
20170621,ANA,NYA,4,8
20170622,ANA,NYA,10,5
20170623,TEX,NYA,1,2
20170624,TEX,NYA,8,1
20170625,TEX,NYA,7,6
20170703,TOR,NYA,3,6
20170704,TOR,NYA,4,1
20170705,TOR,NYA,7,6
20170707,MIL,NYA,9,4
20170708,MIL,NYA,3,5
20170709,MIL,NYA,5,3
20170725,CIN,NYA,2,4
20170726,CIN,NYA,5,9
20170727,TBA,NYA,5,6
20170728,TBA,NYA,1,6
20170729,TBA,NYA,4,5
20170730,TBA,NYA,5,3
20170731,DET,NYA,3,7
20170801,DET,NYA,4,3
20170802,DET,NYA,2,0
20170811,BOS,NYA,4,5
20170812,BOS,NYA,10,5
20170813,BOS,NYA,3,2
20170814,NYN,NYA,2,4
20170815,NYN,NYA,4,5
20170825,SEA,NYA,2,1
20170826,SEA,NYA,3,6
20170827,SEA,NYA,1,10
20170828,CLE,NYA,6,2
20170830,CLE,NYA,2,1
20170830,CLE,NYA,9,4
20170831,BOS,NYA,2,6
20170901,BOS,NYA,4,1
20170902,BOS,NYA,1,5
20170903,BOS,NYA,2,9
20170914,BAL,NYA,5,13
20170915,BAL,NYA,2,8
20170916,BAL,NYA,3,9
20170917,BAL,NYA,6,4
20170918,MIN,NYA,1,2
20170919,MIN,NYA,2,5
20170920,MIN,NYA,3,11
20170925,KCA,NYA,3,11
20170926,TBA,NYA,1,6
20170927,TBA,NYA,1,6
20170928,TBA,NYA,9,6
20170929,TOR,NYA,0,4
20170930,TOR,NYA,1,2
20171001,TOR,NYA,2,1
20170403,ATL,NYN,0,6
20170405,ATL,NYN,3,1
20170406,ATL,NYN,2,6
20170407,MIA,NYN,7,2
20170408,MIA,NYN,8,1
20170409,MIA,NYN,2,5
20170418,PHI,NYN,6,2
20170419,PHI,NYN,4,5
20170420,PHI,NYN,6,4
20170421,WAS,NYN,4,3
20170422,WAS,NYN,3,1
20170423,WAS,NYN,6,3
20170426,ATL,NYN,8,2
20170427,ATL,NYN,7,5
20170505,MIA,NYN,7,8
20170506,MIA,NYN,3,11
20170507,MIA,NYN,7,0
20170508,SFN,NYN,3,4
20170509,SFN,NYN,1,6
20170510,SFN,NYN,6,5
20170519,ANA,NYN,0,3
20170520,ANA,NYN,5,7
20170521,ANA,NYN,12,5
20170523,SDN,NYN,3,9
20170524,SDN,NYN,6,5
20170525,SDN,NYN,4,3
20170529,MIL,NYN,2,4
20170530,MIL,NYN,4,5
20170531,MIL,NYN,7,1
20170601,MIL,NYN,2,1
20170602,PIT,NYN,12,7
20170603,PIT,NYN,2,4
20170604,PIT,NYN,11,1
20170612,CHN,NYN,1,6
20170613,CHN,NYN,14,3
20170614,CHN,NYN,4,9
20170615,WAS,NYN,8,3
20170616,WAS,NYN,7,2
20170617,WAS,NYN,7,4
20170618,WAS,NYN,1,5
20170630,PHI,NYN,1,2
20170701,PHI,NYN,6,7
20170702,PHI,NYN,7,1
20170714,COL,NYN,2,14
20170715,COL,NYN,3,9
20170716,COL,NYN,13,4
20170717,SLN,NYN,6,3
20170718,SLN,NYN,5,0
20170719,SLN,NYN,3,7
20170720,SLN,NYN,2,3
20170721,OAK,NYN,5,7
20170722,OAK,NYN,5,6
20170723,OAK,NYN,3,2
20170804,LAN,NYN,6,0
20170805,LAN,NYN,7,4
20170806,LAN,NYN,8,0
20170808,TEX,NYN,4,5
20170809,TEX,NYN,5,1
20170816,NYA,NYN,5,3
20170817,NYA,NYN,7,5
20170818,MIA,NYN,3,1
20170819,MIA,NYN,1,8
20170820,MIA,NYN,6,4
20170821,ARI,NYN,3,2
20170822,ARI,NYN,7,4
20170823,ARI,NYN,2,4
20170824,ARI,NYN,3,2
20170904,PHI,NYN,7,11
20170905,PHI,NYN,9,1
20170906,PHI,NYN,3,6
20170907,CIN,NYN,2,7
20170908,CIN,NYN,1,5
20170909,CIN,NYN,1,6
20170910,CIN,NYN,10,5
20170922,WAS,NYN,6,7
20170923,WAS,NYN,4,3
20170924,WAS,NYN,3,2
20170925,ATL,NYN,9,2
20170925,ATL,NYN,2,3
20170926,ATL,NYN,3,4
20170927,ATL,NYN,1,7
20170403,ANA,OAK,2,4
20170404,ANA,OAK,7,6
20170405,ANA,OAK,5,0
20170406,ANA,OAK,1,5
20170414,HOU,OAK,7,2
20170415,HOU,OAK,10,6
20170417,TEX,OAK,7,0
20170418,TEX,OAK,2,4
20170419,TEX,OAK,1,9
20170420,SEA,OAK,6,9
20170421,SEA,OAK,1,3
20170422,SEA,OAK,3,4
20170423,SEA,OAK,11,1
20170505,DET,OAK,7,2
20170506,DET,OAK,5,6
20170507,DET,OAK,6,8
20170508,ANA,OAK,2,3
20170509,ANA,OAK,7,3
20170510,ANA,OAK,1,3
20170518,BOS,OAK,3,8
20170519,BOS,OAK,2,3
20170520,BOS,OAK,3,8
20170521,BOS,OAK,12,3
20170523,MIA,OAK,11,9
20170524,MIA,OAK,1,4
20170602,WAS,OAK,13,3
20170603,WAS,OAK,4,10
20170604,WAS,OAK,11,10
20170605,TOR,OAK,3,5
20170606,TOR,OAK,1,4
20170607,TOR,OAK,7,5
20170615,NYA,OAK,7,8
20170616,NYA,OAK,6,7
20170617,NYA,OAK,2,5
20170618,NYA,OAK,3,4
20170619,HOU,OAK,4,1
20170620,HOU,OAK,8,4
20170621,HOU,OAK,5,1
20170622,HOU,OAK,12,9
20170630,ATL,OAK,3,1
20170701,ATL,OAK,4,3
20170702,ATL,OAK,4,3
20170703,CHA,OAK,7,2
20170704,CHA,OAK,6,7
20170705,CHA,OAK,4,7
20170714,CLE,OAK,0,5
20170715,CLE,OAK,3,5
20170716,CLE,OAK,3,7
20170717,TBA,OAK,3,2
20170718,TBA,OAK,4,3
20170719,TBA,OAK,2,7
20170728,MIN,OAK,6,3
20170729,MIN,OAK,4,5
20170730,MIN,OAK,5,6
20170731,SFN,OAK,5,8
20170801,SFN,OAK,10,4
20170808,SEA,OAK,7,6
20170809,SEA,OAK,6,3
20170810,BAL,OAK,7,2
20170811,BAL,OAK,4,5
20170812,BAL,OAK,12,5
20170813,BAL,OAK,3,9
20170814,KCA,OAK,6,2
20170815,KCA,OAK,8,10
20170816,KCA,OAK,7,6
20170825,TEX,OAK,1,3
20170826,TEX,OAK,3,8
20170827,TEX,OAK,3,8
20170904,ANA,OAK,11,9
20170905,ANA,OAK,8,7
20170906,ANA,OAK,1,3
20170908,HOU,OAK,8,9
20170909,HOU,OAK,1,11
20170909,HOU,OAK,4,11
20170910,HOU,OAK,2,10
20170922,TEX,OAK,1,4
20170923,TEX,OAK,0,1
20170924,TEX,OAK,1,8
20170925,SEA,OAK,7,1
20170926,SEA,OAK,6,3
20170927,SEA,OAK,5,6
20170407,WAS,PHI,7,6
20170408,WAS,PHI,3,17
20170409,WAS,PHI,3,4
20170410,NYN,PHI,4,3
20170411,NYN,PHI,14,4
20170412,NYN,PHI,5,4
20170421,ATL,PHI,3,4
20170422,ATL,PHI,3,4
20170423,ATL,PHI,2,5
20170426,MIA,PHI,4,7
20170427,MIA,PHI,2,3
20170505,WAS,PHI,4,2
20170506,WAS,PHI,6,2
20170507,WAS,PHI,5,6
20170509,SEA,PHI,10,9
20170510,SEA,PHI,11,6
20170522,COL,PHI,8,1
20170523,COL,PHI,8,2
20170524,COL,PHI,7,2
20170525,COL,PHI,1,2
20170526,CIN,PHI,5,2
20170527,CIN,PHI,3,4
20170528,CIN,PHI,8,4
20170602,SFN,PHI,10,0
20170603,SFN,PHI,3,5
20170604,SFN,PHI,7,9
20170614,BOS,PHI,7,3
20170615,BOS,PHI,0,1
20170616,ARI,PHI,5,4
20170617,ARI,PHI,5,1
20170618,ARI,PHI,5,4
20170620,SLN,PHI,8,1
20170621,SLN,PHI,7,6
20170622,SLN,PHI,1,5
20170703,PIT,PHI,0,4
20170704,PIT,PHI,3,0
20170705,PIT,PHI,5,2
20170706,PIT,PHI,6,3
20170707,SDN,PHI,4,3
20170708,SDN,PHI,2,1
20170709,SDN,PHI,1,7
20170721,MIL,PHI,1,6
20170722,MIL,PHI,9,8
20170723,MIL,PHI,3,6
20170724,HOU,PHI,13,4
20170725,HOU,PHI,5,0
20170726,HOU,PHI,0,9
20170728,ATL,PHI,3,10
20170729,ATL,PHI,3,4
20170730,ATL,PHI,1,2
20170731,ATL,PHI,6,7
20170810,NYN,PHI,10,0
20170811,NYN,PHI,7,6
20170812,NYN,PHI,1,3
20170813,NYN,PHI,6,2
20170822,MIA,PHI,12,8
20170822,MIA,PHI,7,4
20170823,MIA,PHI,0,8
20170824,MIA,PHI,9,8
20170825,CHN,PHI,1,7
20170826,CHN,PHI,17,2
20170827,CHN,PHI,3,6
20170828,ATL,PHI,1,6
20170830,ATL,PHI,9,1
20170830,ATL,PHI,5,2
20170912,MIA,PHI,8,9
20170913,MIA,PHI,1,8
20170914,MIA,PHI,0,10
20170915,OAK,PHI,4,0
20170916,OAK,PHI,3,5
20170917,OAK,PHI,6,3
20170918,LAN,PHI,3,4
20170919,LAN,PHI,2,6
20170920,LAN,PHI,5,7
20170921,LAN,PHI,5,4
20170925,WAS,PHI,3,1
20170926,WAS,PHI,1,4
20170927,WAS,PHI,5,7
20170929,NYN,PHI,2,6
20170930,NYN,PHI,7,4
20171001,NYN,PHI,0,11
20170407,ATL,PIT,4,5
20170408,ATL,PIT,4,6
20170409,ATL,PIT,5,6
20170410,CIN,PIT,7,1
20170411,CIN,PIT,6,2
20170412,CIN,PIT,9,2
20170421,NYA,PIT,3,6
20170422,NYA,PIT,11,5
20170423,NYA,PIT,1,2
20170424,CHN,PIT,14,3
20170425,CHN,PIT,1,0
20170426,CHN,PIT,5,6
20170505,MIL,PIT,0,4
20170506,MIL,PIT,1,2
20170507,MIL,PIT,6,2
20170516,WAS,PIT,8,4
20170517,WAS,PIT,1,6
20170518,WAS,PIT,4,10
20170519,PHI,PIT,7,2
20170520,PHI,PIT,3,6
20170521,PHI,PIT,0,1
20170526,NYN,PIT,8,1
20170527,NYN,PIT,4,5
20170528,NYN,PIT,7,2
20170529,ARI,PIT,3,4
20170530,ARI,PIT,3,0
20170531,ARI,PIT,6,5
20170608,MIA,PIT,7,1
20170609,MIA,PIT,12,7
20170610,MIA,PIT,6,7
20170611,MIA,PIT,1,3
20170612,COL,PIT,2,7
20170613,COL,PIT,2,5
20170614,COL,PIT,5,1
20170616,CHN,PIT,9,5
20170617,CHN,PIT,3,4
20170618,CHN,PIT,7,1
20170627,TBA,PIT,4,2
20170628,TBA,PIT,2,6
20170629,TBA,PIT,0,4
20170630,SFN,PIT,13,5
20170701,SFN,PIT,2,1
20170702,SFN,PIT,5,3
20170714,SLN,PIT,2,5
20170715,SLN,PIT,4,0
20170716,SLN,PIT,3,4
20170717,MIL,PIT,2,4
20170718,MIL,PIT,3,4
20170719,MIL,PIT,2,3
20170720,MIL,PIT,2,4
20170801,CIN,PIT,9,1
20170802,CIN,PIT,5,2
20170803,CIN,PIT,0,6
20170804,SDN,PIT,6,10
20170805,SDN,PIT,5,2
20170806,SDN,PIT,4,5
20170807,DET,PIT,0,3
